Date,Symbol,Security Name,Open,High,Low,Close,Volume,Open Interest,Delivery Month
2021-04-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,853.25,889.25,843,850,220045,425045,202105
2021-04-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,850.5,860,829.75,841.5,176339,426023,202105
2021-04-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,838.5,855,829,853.75,127944,421600,202105
2021-04-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,852.75,861.25,841.75,859.5,100765,423742,202107
2021-05-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,864.5,878.25,838,842.75,126233,423078,202107
2021-05-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,847,857.75,841,851.5,99384,420013,202107
2021-05-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,851.75,870.75,843,869.25,90855,422524,202107
2021-05-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,871.5,880.5,856.75,878,133043,421845,202107
2021-05-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,878,892.25,870,886.5,106003,422063,202107
2021-05-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,878.75,885.5,852,855.25,121890,418084,202107
2021-05-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,852.5,873.75,847.5,866.5,116910,413615,202107
2021-05-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,869.75,876.25,849,854.5,97320,409684,202107
2021-05-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,858,859,815.5,826.25,145850,404878,202107
2021-05-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,831,849,824.25,832,125161,406138,202107
2021-05-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,828.75,832.25,816.75,824.5,81827,407928,202107
2021-05-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,827.25,843.25,817.25,822.75,98682,411192,202107
2021-05-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,822.75,823.75,796.25,804,127730,409128,202107
2021-05-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,807,812.75,797,800,89853,411560,202107
2021-05-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,800.25,802.25,790.5,799,103234,412481,202107
2021-05-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,791.75,793.5,778,787,95161,410183,202107
2021-05-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,788,792.25,771.5,781.25,116258,406006,202107
2021-05-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,781.75,782.5,764.25,773.25,105557,402701,202107
2021-05-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,773,804.25,772.75,801,108298,399229,202107
2021-05-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,800.75,804.5,786,788.25,93239,397113,202107
2021-06-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,798,826.75,796.75,818.25,136751,397450,202107
2021-06-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,816.75,826.25,806.25,812.25,125817,397096,202107
2021-06-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,814.25,824,794,801,123035,400718,202107
2021-06-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,803.25,815,801,812.5,115722,404026,202107
2021-06-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,819,828.75,803.25,804.75,219999,404770,202107
2021-06-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,807.25,824,805,809.75,195403,410761,202107
2021-06-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,809.75,810.75,798.25,807,184609,416193,202107
2021-06-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,808.75,814,797.5,808.5,217394,417253,202107
2021-06-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,807,812.75,794.25,805.5,168064,426868,202107
2021-06-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,805.25,805.5,781.75,799.25,147092,422498,202107
2021-06-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,799.25,801,773.75,786.25,146745,422754,202107
2021-06-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,786.75,797.5,783.5,787.5,141432,415004,202107
2021-06-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,788.5,791.75,762,763.75,167473,404231,202107
2021-06-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,763.75,793.25,763.75,787.5,151536,401634,202107
2021-06-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,781.75,798.25,771.25,786.25,128830,395027,202107
2021-06-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,791,797.5,775.5,775.75,128879,388631,202107
2021-06-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,778,793,778,786,129582,378947,202107
2021-06-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,785,785.5,766.75,776,130350,370031,202107
2021-06-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,775.25,781.5,759.25,761.75,130198,359775,202107
2021-06-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,762.75,779.75,761.75,770.75,129342,352796,202107
2021-06-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,775.75,782.5,763,764.5,126374,344269,202107
2021-06-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,763.75,799.25,750.5,797.75,159795,347573,202109
2021-07-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,797.25,812.5,783.25,783.75,145574,338412,202109
2021-07-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,785.25,791.25,766.5,771,113810,337414,202109
2021-07-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,756.25,756.25,733.75,744.25,151923,335780,202109
2021-07-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,741.5,752.5,736.25,740.5,89682,337161,202109
2021-07-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,742.5,746,734.75,736.25,85425,335913,202109
2021-07-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,738,739,727.75,733.25,87060,335359,202109
2021-07-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,732.75,763.75,728.5,759,144196,337678,202109
2021-07-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,758.75,763,748.75,752,113768,336285,202109
2021-07-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,753.25,775.75,750.75,772.5,103353,335953,202109
2021-07-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,772,791.75,769.5,790.25,96604,332718,202109
2021-07-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,790,814.5,789,810.75,151904,336683,202109
2021-07-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,821,827.75,812.5,816,143734,337581,202109
2021-07-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,817,836.25,816.5,818.75,122037,341070,202109
2021-07-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,819.25,830.25,818.25,829,93643,342642,202109
2021-07-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,826.5,827.25,800,810.5,120745,346003,202109
2021-07-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,806.25,815,795.75,802.25,78688,349039,202109
2021-07-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,802.25,802.25,783.75,795.25,78682,349141,202109
2021-07-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,798.5,808.25,790,792.75,88796,348122,202109
2021-07-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,793.25,814.5,792,807,86798,349182,202109
2021-07-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,808,825,807.25,823.5,83640,352947,202109
2021-07-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,823.25,829.75,813.25,822,104384,359960,202109
2021-08-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,822.25,850,822.25,847.75,118686,368782,202109
2021-08-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,845.75,853,836,842.75,144640,373529,202109
2021-08-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,842.5,857,832.75,835.5,154692,372871,202109
2021-08-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,833,843.75,828,831,133555,376143,202109
2021-08-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,831,843,827.5,837.25,181048,379009,202109
2021-08-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,837.25,842,826.5,829.5,179408,380818,202109
2021-08-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,829.25,848.25,826.75,845.25,187672,382959,202109
2021-08-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,845,850.5,837,845.25,201103,379377,202109
2021-08-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,842.25,880.25,841.25,871.75,233452,388781,202109
2021-08-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,871.25,893,865.75,880.5,192074,392636,202109
2021-08-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,880.75,888.5,876,878.75,146229,397656,202109
2021-08-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,880.75,882,850.5,852.75,172850,390322,202109
2021-08-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,852.5,858.75,840,855.5,107348,392964,202109
2021-08-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,855.25,855.25,834.25,845.75,113096,398469,202109
2021-08-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,845.75,851,827.5,832.5,123606,395785,202109
2021-08-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,831,849,828.5,838,83497,398356,202109
2021-08-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,841,841.5,829,836.25,108885,396979,202109
2021-08-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,836.25,838,822.5,829.5,103571,396073,202109
2021-08-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,830.75,845.25,827.5,843.5,95991,395842,202109
2021-08-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,844,849.5,836,836.75,110763,379055,202109
2021-08-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,838.75,846.75,825.75,827,100482,374385,202109
2021-08-31,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,826.5,829,810.5,825.75,160971,374928,202112
2021-09-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,827,833,812.5,817.75,112833,380398,202112
2021-09-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,817.75,824.75,809,820.5,88748,374776,202112
2021-09-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,820.75,831,815.5,829.75,87697,369380,202112
2021-09-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,827.5,836.75,817.5,823.25,86717,369310,202112
2021-09-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,823.5,827.5,811,813,74814,369220,202112
2021-09-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,814.5,814.75,795,795.75,106351,368411,202112
2021-09-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,795.5,799.25,780.5,792,110260,365902,202112
2021-09-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,793.5,793.5,782.5,790.5,77403,361342,202112
2021-09-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,790.25,805,788.75,804.25,83124,359608,202112
2021-09-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,803.5,818.25,798.75,815.75,83276,358937,202112
2021-09-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,814.75,820.25,808.5,816.5,61127,354694,202112
2021-09-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,817.25,819.5,810,812.25,47661,352860,202112
2021-09-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,811.5,814.25,799.25,804.25,54749,351742,202112
2021-09-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,803.75,804.5,789.5,793.75,61704,353551,202112
2021-09-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,793,810.25,791.5,809.25,61576,354123,202112
2021-09-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,812,823,807.5,821.25,67937,358083,202112
2021-09-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,822,829.25,815,827.25,74468,353592,202112
2021-09-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,827,832,823.75,825.75,51473,355890,202112
2021-09-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,825.5,830.25,809.5,810,86003,358631,202112
2021-09-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,812.75,821.25,811.75,813.75,64780,359197,202112
2021-09-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,814.75,836.25,804.75,829,114281,356654,202112
2021-10-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,828.5,862,826.25,858.75,141315,365995,202112
2021-10-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,855.75,867,852,860,95857,370712,202112
2021-10-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,859.75,860.5,847.25,848.25,79004,373320,202112
2021-10-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,848.25,860.25,845.75,849.5,73141,377551,202112
2021-10-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,849.5,856,843,844.75,77687,381839,202112
2021-10-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,842.75,850,835.25,837.5,86178,383960,202112
2021-10-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,837.5,843,834.5,835.25,55483,385301,202112
2021-10-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,835.25,847.25,821.5,837.5,98581,385204,202112
2021-10-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,839.5,841.25,816.25,822.25,97087,394197,202112
2021-10-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,822.25,833,822,828.25,71288,395408,202112
2021-10-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,828.5,844,825.75,837.5,69603,394613,202112
2021-10-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,837.5,842.25,832,839.75,54316,394776,202112
2021-10-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,839.5,848.75,838.75,839.5,62794,394949,202112
2021-10-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,840.5,853.5,840,852.75,63927,395546,202112
2021-10-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,853.25,856,841.75,844.75,56766,397267,202112
2021-10-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,847.25,863,847,859.5,85226,397030,202112
2021-10-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,863.25,870.5,856.75,863,79758,401548,202112
2021-10-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,866.5,868.5,851,855.75,97857,405625,202112
2021-10-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,854,866.25,848.5,863.25,89282,405741,202112
2021-10-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,863.5,883.5,855,876,98198,405648,202112
2021-10-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,876.75,883.5,867,876.25,91741,407965,202112
2021-11-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,878,904,871.75,900.75,132540,413268,202112
2021-11-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,902,910.5,893.25,895,121853,409137,202112
2021-11-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,894,900.25,881,884.5,98886,407224,202112
2021-11-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,885.5,897.75,875.75,877.25,102339,409072,202112
2021-11-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,878.25,885,869,870,173578,410092,202112
2021-11-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,871.75,876.5,866,871.5,159166,404951,202112
2021-11-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,872.75,886.75,868,882,164745,405438,202112
2021-11-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,886.5,907.25,881.5,906.5,181160,411554,202112
2021-11-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,906.5,928.25,901.75,916,230535,418793,202112
2021-11-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,917.75,930.25,909,920.5,136873,423231,202112
2021-11-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,923.25,933,916.75,929.75,142576,424572,202112
2021-11-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,931,931,913.5,913.75,147434,427786,202112
2021-11-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,915.5,938.5,914,925.75,155862,430087,202112
